"filename", "language", "Go", "Markdown", "JSON", "Go Checksum File", "Go Module File", "Ini", "CSS", "HTML", "comment", "blank", "total"
"/Users/shadow/SectionZero/MyProject/Go/src/volts-dev/volts/config/config_test.go", "Go", 72, 0, 0, 0, 0, 0, 0, 0, 2, 16, 90
"/Users/shadow/SectionZero/MyProject/Go/src/volts-dev/volts/config/config_test.json", "JSON", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 7
"/Users/shadow/SectionZero/MyProject/Go/src/volts-dev/volts/config/const.go", "Go", 18, 0, 0, 0, 0, 0, 0, 0, 0, 5, 23
"/Users/shadow/SectionZero/MyProject/Go/src/volts-dev/volts/config/format.go", "Go", 127, 0, 0, 0, 0, 0, 0, 0, 4, 20, 151
"/Users/shadow/SectionZero/MyProject/Go/src/volts-dev/volts/config/option.go", "Go", 43, 0, 0, 0, 0, 0, 0, 0, 5, 8, 56
"/Users/shadow/SectionZero/MyProject/Go/src/volts-dev/volts/demo/handler_call_test.go", "Go", 97, 0, 0, 0, 0, 0, 0, 0, 10, 25, 132
"/Users/shadow/SectionZero/MyProject/Go/src/volts-dev/volts/demo/rpc/hello_world/client/main.go", "Go", 15, 0, 0, 0, 0, 0, 0, 0, 1, 4, 20
"/Users/shadow/SectionZero/MyProject/Go/src/volts-dev/volts/demo/rpc/hello_world/config.ini", "Ini", 0, 0, 0, 0, 0, 16, 0, 0, 0, 5, 21
"/Users/shadow/SectionZero/MyProject/Go/src/volts-dev/volts/demo/rpc/hello_world/main.go", "Go", 47, 0, 0, 0, 0, 0, 0, 0, 1, 13, 61
"/Users/shadow/SectionZero/MyProject/Go/src/volts-dev/volts/demo/web/hello_world/go.mod", "Go Module File", 0, 0, 0, 0, 5, 0, 0, 0, 0, 2, 7
"/Users/shadow/SectionZero/MyProject/Go/src/volts-dev/volts/demo/web/hello_world/main.go", "Go", 48, 0, 0, 0, 0, 0, 0, 0, 2, 11, 61
"/Users/shadow/SectionZero/MyProject/Go/src/volts-dev/volts/demo/web/volts_middleware/config.ini", "Ini", 0, 0, 0, 0, 0, 13, 0, 0, 0, 2, 15
"/Users/shadow/SectionZero/MyProject/Go/src/volts-dev/volts/demo/web/volts_middleware/main.go", "Go", 37, 0, 0, 0, 0, 0, 0, 0, 6, 11, 54
